Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"	Population (historical estimates)
Turkmenistan	TKM	2003	4738.496	4758992
Turkmenistan	TKM	2004	4912.673	4819793
Turkmenistan	TKM	2005	5477.9985	4885780
Turkmenistan	TKM	2006	5995.3613	4954032
Turkmenistan	TKM	2010	8321.22	5267975
Turkmenistan	TKM	2012	10233.4	5458688
Turkmenistan	TKM	2013	11071.518	5560099
Turks and Caicos Islands	TCA	2013	23624.287	33620
Turks and Caicos Islands	TCA	2014	24661.145	35014
Turks and Caicos Islands	TCA	1990		11723
Turks and Caicos Islands	TCA	1991		12354
Turks and Caicos Islands	TCA	1992		13036
Turks and Caicos Islands	TCA	1993		13726
Turks and Caicos Islands	TCA	1994		14425
Turks and Caicos Islands	TCA	1995		15123
Turks and Caicos Islands	TCA	1996		15830
Turks and Caicos Islands	TCA	1997		16541
Turks and Caicos Islands	TCA	1998		17266
Turks and Caicos Islands	TCA	1999		18008
Turks and Caicos Islands	TCA	2000		18769
Turks and Caicos Islands	TCA	2001		19600
Turks and Caicos Islands	TCA	2002		20620
Turks and Caicos Islands	TCA	2003		21764
Turks and Caicos Islands	TCA	2005		24019
Turks and Caicos Islands	TCA	2007		26292
Turks and Caicos Islands	TCA	2008		27450
Turks and Caicos Islands	TCA	2009		28601
Tuvalu	TUV	2002	3827.5784	9630
Tuvalu	TUV	2003	3638.8193	9693
Tuvalu	TUV	2004	3511.4448	9814
Tuvalu	TUV	2005	3307.25	9933
Tuvalu	TUV	2006	3348.0566	10054
Tuvalu	TUV	2007	3545.1426	10168
Tuvalu	TUV	2008	3736.2048	10294
Tuvalu	TUV	2009	3456.9229	10427
Tuvalu	TUV	2010	3334.6072	10570
Tuvalu	TUV	2011	3512.0325	10719
Tuvalu	TUV	2012	3388.5388	10876
Tuvalu	TUV	2019	4816.553	10983
Uganda	UGA	1995	1075.9357	20680834
Uganda	UGA	1996	1142.136	21249570
Uganda	UGA	1997	1165.9617	21876938
Uganda	UGA	2007	1671.8218	29629804
Uganda	UGA	2008	1764.9932	30509868
Uganda	UGA	2009	1830.8717	31412526
Uganda	UGA	2010	1878.5209	32341724
Uganda	UGA	2012	2013.5464	34273296
Uganda	UGA	2013	2026.6228	35273568
Ukraine	UKR	1990	16428.48	51589816
Ukraine	UKR	1991	14967.733	51672816
Ukraine	UKR	1992	13447.164	51785152
Ukraine	UKR	1993	11531.299	51778420
Ukraine	UKR	1994	8934.775	51487376
Ukraine	UKR	1995	7906.957	51061268
Ukraine	UKR	1996	7179.6777	50616104
Ukraine	UKR	1997	7028.0464	50169352
Ukraine	UKR	1998	6956.399	49745868
Ukraine	UKR	1999	7008.2437	49320116
Ukraine	UKR	2000	7496.813	48879752
Ukraine	UKR	2001	8242.703	48414536
Ukraine	UKR	2002	8765.683	47976540
Ukraine	UKR	2003	9678.087	47605644
Ukraine	UKR	2004	10902.038	47261960
Ukraine	UKR	2005	11319.511	46912616
Ukraine	UKR	2006	12259.158	46592552
Ukraine	UKR	2007	13345.771	46313064
Ukraine	UKR	2008	13719.271	46062936
Ukraine	UKR	2009	11694.448	45863884
Ukraine	UKR	2010	12221.44	45683024
Ukraine	UKR	2012	12985.087	45406228
United Arab Emirates	ARE	2010	54664.613	8481775
United Arab Emirates	ARE	2012	59949.246	8664976
United Arab Emirates	ARE	2013	62354.824	8751853
United Kingdom	GBR	1990	31537.848	57210444
United Kingdom	GBR	1991	31093.643	57359452
United Kingdom	GBR	1992	31134.043	57509240
United Kingdom	GBR	1993	31832.818	57647464
United Kingdom	GBR	1994	32973.06	57785900
United Kingdom	GBR	1995	33718.508	57930364
United Kingdom	GBR	1996	34274.41	58078584
United Kingdom	GBR	1997	35679.02	58250192
United Kingdom	GBR	1998	36698.41	58438320
United Kingdom	GBR	1999	37678.695	58635204
United Kingdom	GBR	2000	39080.867	58850044
United Kingdom	GBR	2001	39770.605	59092016
United Kingdom	GBR	2002	40303.867	59355688
United Kingdom	GBR	2003	41369.496	59649800
United Kingdom	GBR	2004	42099.395	59995852
United Kingdom	GBR	2005	42926.992	60383740
United Kingdom	GBR	2006	43533.22	60803700
United Kingdom	GBR	2007	44302.86	61260680
United Kingdom	GBR	2008	43887.707	61742152
United Kingdom	GBR	2009	41592.363	62243384
United Kingdom	GBR	2010	42270.434	62760048
United Kingdom	GBR	2012	42705.15	63808728
United Kingdom	GBR	2013	43192.08	64302296
United States	USA	1990	40456.242	248083728
United States	USA	1991	39876.016	251560192
United States	USA	1992	40712.062	255175328
United States	USA	1993	41284.355	258779760
United States	USA	1994	42424.168	262273584
United States	USA	1995	43047.26	265660560
United States	USA	1996	44154.547	268984352
United States	USA	1997	45566.26	272395424
United States	USA	1998	47056.51	275835008
United States	USA	1999	48749.598	279181568
United States	USA	2000	50175.74	282398560
United States	USA	2001	50155.707	285470496
United States	USA	2002	50535.273	288350240
United States	USA	2006	55314.203	299753088
United States	USA	2007	55892.2	302743392
United States	USA	2008	55433.676	305694912
United States	USA	2009	53521.207	308512032
United States	USA	2010	54516.855	311182848
United States	USA	2012	55803.51	316651328
United States	USA	2013	56438.945	319375168
United States Virgin Islands	VIR	1997		105801
United States Virgin Islands	VIR	1998		106879
United States Virgin Islands	VIR	1999		107842
United States Virgin Islands	VIR	2000		108199
United States Virgin Islands	VIR	2001		108019
United States Virgin Islands	VIR	2002		107742
United States Virgin Islands	VIR	2003		107303
United States Virgin Islands	VIR	2004		106758
United States Virgin Islands	VIR	2005		106499
United States Virgin Islands	VIR	2006		106531
United States Virgin Islands	VIR	2007		106524
United States Virgin Islands	VIR	2008		106493
United States Virgin Islands	VIR	2009		106476
United States Virgin Islands	VIR	2010		106154
United States Virgin Islands	VIR	2011		105491
United States Virgin Islands	VIR	2012		104780
Uruguay	URY	1990	11039.808	3117011
Uruguay	URY	1991	11363.544	3135374
Uruguay	URY	1992	12193.459	3153732
Uruguay	URY	1995	13009.452	3208305
Uruguay	URY	1996	13657.074	3226635
Uruguay	URY	1997	14740.217	3245066
Uruguay	URY	1998	15323.138	3262676
Uruguay	URY	1999	14951.386	3278965
Uruguay	URY	2000	14603.773	3292227
Uruguay	URY	2001	14005.312	3300938
Uruguay	URY	2002	12900.916	3306446
Uruguay	URY	2003	12990.029	3310204
Uruguay	URY	2004	13625.257	3313804
Uruguay	URY	2005	14624.667	3317666
Uruguay	URY	2006	15202.913	3322282
Uruguay	URY	2007	16166.421	3328647
Uruguay	URY	2008	17287.725	3336131
Uruguay	URY	2009	17978.055	3344161
Uruguay	URY	2010	19331.85	3352653
Uruguay	URY	2012	20933.69	3371134
Uruguay	URY	2013	21839.408	3381187
Uzbekistan	UZB	1990	3638.877	20579106
Uzbekistan	UZB	1991	3544.5862	21074308
Uzbekistan	UZB	1992	3074.659	21588150
Uzbekistan	UZB	1993	2936.4482	22085922
Uzbekistan	UZB	1994	2729.6377	22564732
Uzbekistan	UZB	1995	2656.6326	23026212
Uzbekistan	UZB	1996	2650.6096	23465930
Uzbekistan	UZB	1997	2736.365	23877290
Uzbekistan	UZB	1998	2808.461	24256774
Uzbekistan	UZB	1999	2897.82	24602712
Uzbekistan	UZB	2000	2967.6018	24925558
Uzbekistan	UZB	2001	3052.2815	25248440
Uzbekistan	UZB	2002	3134.9612	25579032
Uzbekistan	UZB	2003	3229.848	25905912
Uzbekistan	UZB	2004	3430.6287	26234924
Uzbekistan	UZB	2005	3626.6208	26573428
Uzbekistan	UZB	2006	3849.5945	26926824
Uzbekistan	UZB	2007	4154.7026	27309622
Uzbekistan	UZB	2008	4457.699	27726820
Vanuatu	VUT	2019	3070.3508	304414
Vanuatu	VUT	2020	2836.8135	311694
Vatican	VAT	2015		
Venezuela	VEN	1990		19750580
Venezuela	VEN	1991		20226212
Venezuela	VEN	1992		20700462
Venezuela	VEN	1993		21172098
Venezuela	VEN	1994		21640830
Venezuela	VEN	1995		22107288
Venezuela	VEN	1996		22572114
Venezuela	VEN	1997		23037560
Venezuela	VEN	1998		23503816
Venezuela	VEN	1999		23966964
Venezuela	VEN	2000		24427732
Venezuela	VEN	2001		24880210
Venezuela	VEN	2002		25330926
Venezuela	VEN	2003		25782032
Venezuela	VEN	2004		26226930
Venezuela	VEN	2005		26668790
Venezuela	VEN	2006		27102084
Venezuela	VEN	2007		27525096
Venezuela	VEN	2008		27933836
Venezuela	VEN	2009		28327896
Venezuela	VEN	2010		28715026
Venezuela	VEN	2012		29470428
Vietnam	VNM	2001	3879.3389	79817768
Vietnam	VNM	2002	4082.3735	80642304
Vietnam	VNM	2003	4319.374	81475816
Vietnam	VNM	2004	4597.7573	82311232
Vietnam	VNM	2005	4895.3467	83142096
Vietnam	VNM	2006	5186.432	83951800
Vietnam	VNM	2007	5503.0723	84762272
Vietnam	VNM	2008	5757.924	85597232
Vietnam	VNM	2009	6006.58	86482920
Vietnam	VNM	2010	6324.526	87411016
World	OWID_WRL	2000	11108.324	6148898816
World	OWID_WRL	2001	11215.04	6230747136
World	OWID_WRL	2002	11367.639	6312407552
World	OWID_WRL	2003	11637.828	6393898496
World	OWID_WRL	2004	12074.206	6475751424
World	OWID_WRL	2005	12463.141	6558176256
World	OWID_WRL	2006	12933.736	6641416192
World	OWID_WRL	2007	13428.616	6725948416
World	OWID_WRL	2008	13622.655	6811597312
World	OWID_WRL	2009	13359.558	6898306048
World	OWID_WRL	2010	13868.406	6985603072
World	OWID_WRL	2011	14230.719	7073125376
World	OWID_WRL	2012	14504.989	7161697792
World	OWID_WRL	2013	14789.622	7250593280
World	OWID_WRL	2014	15112.653	7339013632
World	OWID_WRL	2015	15433.18	7426597376
World	OWID_WRL	2016	15750.084	7513474048
World	OWID_WRL	2017	16156.354	7599822336
World	OWID_WRL	2018	16558.998	7683789824
World	OWID_WRL	2019	16847.46	7764951040
World	OWID_WRL	2020	16175.776	7840952832
World	OWID_WRL	2021	16997.135	7909295104
Yemen	YEM	1998		17608138
Yemen	YEM	1999		18114552
Yemen	YEM	2000		18628704
Yemen	YEM	2003		20188800
Yemen	YEM	2004		20733406
Yemen	YEM	2009		24029594
Yemen	YEM	2010		24743944
Yemen	YEM	2012		26223390
Yemen	YEM	2013		26984008
Zambia	ZMB	1990	2290.0393	7686405
Zambia	ZMB	1991	2232.8374	7880472
Zambia	ZMB	1992	2141.5046	8074342
Zambia	ZMB	1993	2232.7104	8270921
Zambia	ZMB	1994	1991.1859	8474215
Zambia	ZMB	1998	2034.8972	9372432
Zambia	ZMB	1999	2074.4536	9621248
Zambia	ZMB	2000	2096.4905	9891140
Zambia	ZMB	2008	2746.4905	12852968
Zambia	ZMB	2009	2894.964	13318094
Zambia	ZMB	2010	3083.3552	13792095
Zambia	ZMB	2012	3275.9683	14744662
Zambia	ZMB	2013	3330.877	15234976
Zimbabwe	ZWE	1990	2704.7573	10113899
Zimbabwe	ZWE	2001	2772.3252	11910981
Zimbabwe	ZWE	2002	2510.229	11984643
Zimbabwe	ZWE	2003	2067.8804	12075835
Zimbabwe	ZWE	2004	1934.1647	12160885
Zimbabwe	ZWE	2005	1814.1744	12224758
Zimbabwe	ZWE	2006	1736.3583	12330490
Zimbabwe	ZWE	2010	1799.5403	12839774
Zimbabwe	ZWE	2012	2310.8071	13265331
