Entity	Code	Year	"GDP per capita, PPP (constant 2017 international $)"
Costa Rica	CRI	2003	13333.217
Costa Rica	CRI	2004	13713.009
Costa Rica	CRI	2005	14049.909
Costa Rica	CRI	2006	14864.781
Costa Rica	CRI	2007	15861.875
Costa Rica	CRI	2008	16385.002
Costa Rica	CRI	2009	16024.03
Costa Rica	CRI	2010	16667.016
Costa Rica	CRI	2012	17809.941
Costa Rica	CRI	2013	18044.945
Croatia	HRV	1995	15073.547
Croatia	HRV	1996	16237.305
Croatia	HRV	1997	17323.97
Croatia	HRV	1998	17737.672
Croatia	HRV	1999	17681.547
Croatia	HRV	2000	18368.258
Croatia	HRV	2001	19675.709
Croatia	HRV	2002	20797.479
Croatia	HRV	2003	21948.346
Croatia	HRV	2004	22853.732
Croatia	HRV	2005	23797.303
Croatia	HRV	2006	24954.39
Croatia	HRV	2007	26208.113
Croatia	HRV	2008	26735.941
Croatia	HRV	2009	24838.78
Croatia	HRV	2010	24590.521
Croatia	HRV	2012	24153.059
Croatia	HRV	2013	24124.064
Croatia	HRV	1990	
Croatia	HRV	1991	
Croatia	HRV	1992	
Croatia	HRV	1993	
Croatia	HRV	1994	
Cuba	CUB	1992	
Cuba	CUB	1993	
Cuba	CUB	1994	
Cuba	CUB	1995	
Cuba	CUB	1996	
Cuba	CUB	1997	
Cuba	CUB	1998	
Cuba	CUB	1999	
Cuba	CUB	2000	
Cuba	CUB	2001	
Cuba	CUB	2002	
Cuba	CUB	2003	
Cuba	CUB	2004	
Cuba	CUB	2005	
Cuba	CUB	2006	
Cuba	CUB	2007	
Cuba	CUB	2008	
Cuba	CUB	2009	
Cuba	CUB	2010	
Cuba	CUB	2012	
Cuba	CUB	2013	
Cuba	CUB	2014	
Cuba	CUB	2015	
Cuba	CUB	2016	
Cuba	CUB	2017	
Cuba	CUB	2018	
Cuba	CUB	2019	
Curacao	CUW	2001	29474.59
Curacao	CUW	2002	29555.438
Curacao	CUW	2003	29035.652
Curacao	CUW	2004	28598.566
Curacao	CUW	2005	28067.078
Curacao	CUW	2006	27802.979
Curacao	CUW	2007	27932.588
Cyprus	CYP	1990	25237.115
Cyprus	CYP	1991	24774.078
Cyprus	CYP	1992	26391.29
Cyprus	CYP	1993	25941.945
Cyprus	CYP	1994	26910.15
Cyprus	CYP	1995	28636.582
Cyprus	CYP	1996	28535.67
Cyprus	CYP	1997	28877.021
Cyprus	CYP	1998	30268.242
Cyprus	CYP	1999	31427.395
Cyprus	CYP	2000	32949.79
Cyprus	CYP	2001	33884.945
Cyprus	CYP	2002	34745.984
Cyprus	CYP	2004	36505.75
Cyprus	CYP	2005	37730.066
Cyprus	CYP	2006	38854.914
Cyprus	CYP	2007	39975.53
Cyprus	CYP	2008	40405.895
Cyprus	CYP	2009	38542.918
Cyprus	CYP	2010	38405.41
Cyprus	CYP	2012	35749.05
Cyprus	CYP	2013	33471.805
Czechia	CZE	1994	21356.312
Czechia	CZE	1995	22758.598
Czechia	CZE	1996	23756.979
Czechia	CZE	1997	23659.32
Czechia	CZE	1998	23597.307
Czechia	CZE	1999	23948.385
Czechia	CZE	2000	24976.506
Czechia	CZE	2001	25833.414
Czechia	CZE	2002	26289.627
Czechia	CZE	2003	27239.559
Czechia	CZE	2004	28542.254
Czechia	CZE	2005	30384.447
Czechia	CZE	2006	32352.812
Czechia	CZE	2007	33956.246
Czechia	CZE	2008	34580.44
Czechia	CZE	2009	32782.613
Czechia	CZE	2010	33483.137
Czechia	CZE	2012	33688.1
Czechia	CZE	2013	33661.47
Denmark	DNK	1990	39027.98
Denmark	DNK	1991	39469.324
Denmark	DNK	1992	40108.89
Denmark	DNK	1993	39979.758
Denmark	DNK	1994	41969.688
Denmark	DNK	1995	43015.676
Denmark	DNK	1996	44013.387
Denmark	DNK	1997	45260.137
Denmark	DNK	1998	46096.37
Denmark	DNK	1999	47298.54
Denmark	DNK	2000	48907.01
Denmark	DNK	2001	49133.223
Denmark	DNK	2002	49204.9
Denmark	DNK	2010	50825.414
Denmark	DNK	2012	51216.31
Denmark	DNK	2013	51479.266
Dominica	DMA	1998	9425.365
Dominica	DMA	1999	9491.783
Dominica	DMA	2000	9763.941
Dominica	DMA	2001	9785.34
Dominica	DMA	2002	9493.428
Dominica	DMA	2003	10070.004
Dominica	DMA	2004	10357.233
Dominica	DMA	2005	10409.982
Dominica	DMA	2006	10884.253
Dominica	DMA	2007	11570.173
Dominica	DMA	2008	12392.83
Dominica	DMA	2009	12246.994
Dominica	DMA	2010	12335.11
Dominica	DMA	2011	12309.862
Dominica	DMA	2014	12516.384
Dominica	DMA	2015	12063.8955
Dominica	DMA	2016	12385.27
Dominica	DMA	2017	11511.606
Dominica	DMA	2018	11849.302
Dominica	DMA	2019	12395.421
Dominica	DMA	2020	10255.761
Dominica	DMA	2021	10878.037
Dominican Republic	DOM	1991	6137.1045
Dominican Republic	DOM	1992	6688.8706
Dominican Republic	DOM	1993	7040.486
Dominican Republic	DOM	1994	7085.282
Dominican Republic	DOM	1995	7349.3633
Dominican Republic	DOM	1996	7650.1133
Dominican Republic	DOM	1997	8189.046
Dominican Republic	DOM	1998	8599.564
Dominican Republic	DOM	1999	8970.395
Dominican Republic	DOM	2000	9246.31
Dominican Republic	DOM	2001	9333.57
Dominican Republic	DOM	2002	9613.332
Dominican Republic	DOM	2003	9351.324
Dominican Republic	DOM	2004	9460.913
Dominican Republic	DOM	2005	10215.499
Dominican Republic	DOM	2006	11009.275
Dominican Republic	DOM	2007	11677.254
Dominican Republic	DOM	2008	11899.228
Dominican Republic	DOM	2009	11856.048
Dominican Republic	DOM	2010	12677.018
Dominican Republic	DOM	2012	13087.949
Dominican Republic	DOM	2013	13555.512
East Timor	TLS	2004	2291.3389
East Timor	TLS	2005	2303.0137
East Timor	TLS	2006	2152.0806
East Timor	TLS	2007	2315.2097
East Timor	TLS	2008	2520.2937
East Timor	TLS	2009	2717.4365
East Timor	TLS	2010	2908.328
East Timor	TLS	2015	3228.675
Ecuador	ECU	1990	8120.001
Ecuador	ECU	1991	8281.087
Ecuador	ECU	1992	8279.568
Ecuador	ECU	1993	8277.154
Ecuador	ECU	1994	8466.249
Ecuador	ECU	1995	8496.696
Ecuador	ECU	1996	8487.086
Ecuador	ECU	1997	8697.354
Ecuador	ECU	1998	8825.487
Ecuador	ECU	1999	8263.377
Ecuador	ECU	2000	8211.711
Ecuador	ECU	2001	8395.833
Ecuador	ECU	2002	8589.284
Ecuador	ECU	2007	9836.419
Ecuador	ECU	2008	10284.954
Ecuador	ECU	2009	10170.651
Ecuador	ECU	2010	10355.822
Ecuador	ECU	2012	11424.152
Ecuador	ECU	2013	11806.924
Egypt	EGY	1990	5971.7764
Egypt	EGY	1991	5895.105
Egypt	EGY	1992	6017.3013
Egypt	EGY	1993	6051.3276
Egypt	EGY	1994	6152.0776
Egypt	EGY	2003	7676.936
Egypt	EGY	2004	7830.368
Egypt	EGY	2005	8019.8726
Egypt	EGY	2006	8403.554
Egypt	EGY	2007	8825.251
Egypt	EGY	2008	9273.412
Egypt	EGY	2009	9518.779
Egypt	EGY	2010	9807.836
Egypt	EGY	2012	9757.137
El Salvador	SLV	1994	5890.098
El Salvador	SLV	1995	6109.746
El Salvador	SLV	1996	6107.3213
El Salvador	SLV	1997	6249.916
El Salvador	SLV	1998	6369.409
El Salvador	SLV	1999	6464.5317
El Salvador	SLV	2000	6499.4507
El Salvador	SLV	2001	6524.1963
El Salvador	SLV	2002	6601.263
El Salvador	SLV	2003	6687.2734
El Salvador	SLV	2004	6736.9067
El Salvador	SLV	2005	6916.694
El Salvador	SLV	2006	7221.4995
El Salvador	SLV	2007	7343.9106
El Salvador	SLV	2008	7470.7515
El Salvador	SLV	2009	7287.176
El Salvador	SLV	2010	7412.978
El Salvador	SLV	2012	7851.7017
El Salvador	SLV	2013	7995.633
Eritrea	ERI	2012	
Estonia	EST	1995	12730.718
Estonia	EST	1996	13558.568
Estonia	EST	1997	15503.845
Estonia	EST	1998	16332.82
Estonia	EST	1999	16215.579
Estonia	EST	2000	17765.207
Estonia	EST	2001	18952.107
Estonia	EST	2002	20364.008
Estonia	EST	2007	31140.58
Estonia	EST	2008	29621.764
Estonia	EST	2009	25337.176
Estonia	EST	2010	26015.746
Estonia	EST	2012	28997.322
Estonia	EST	2013	29525.12
Estonia	EST	1990	
Estonia	EST	1991	
Estonia	EST	1992	
Estonia	EST	1993	
Estonia	EST	1994	
Eswatini	SWZ	1990	4909.266
Eswatini	SWZ	1991	4795.2285
Eswatini	SWZ	1992	4760.2476
Eswatini	SWZ	1993	4762.4976
Eswatini	SWZ	1994	4875.368
Eswatini	SWZ	1998	5326.936
Eswatini	SWZ	1999	5412.978
Eswatini	SWZ	2000	5443.4395
Eswatini	SWZ	2001	5443.279
Eswatini	SWZ	2002	5630.804
Eswatini	SWZ	2003	5805.1616
Eswatini	SWZ	2004	5976.212
Eswatini	SWZ	2005	6298.5312
Eswatini	SWZ	2006	6639.7183
Eswatini	SWZ	2007	6894.0874
Eswatini	SWZ	2008	6913.3486
Eswatini	SWZ	2009	6989.378
Eswatini	SWZ	2010	7221.336
Eswatini	SWZ	2011	7347.2046
Eswatini	SWZ	2012	7701.394
Eswatini	SWZ	2013	7949.588
Eswatini	SWZ	2015	8088.7344
Eswatini	SWZ	2016	8113.2397
Eswatini	SWZ	2017	8213.921
Ethiopia	ETH	2012	1411.136
Fiji	FJI	1990	7889.8784
Fiji	FJI	1991	7633.7935
Fiji	FJI	1992	8078.5903
Fiji	FJI	1993	8226.214
Fiji	FJI	1994	8628.203
Fiji	FJI	1995	8827.8
Fiji	FJI	1996	9201.685
Fiji	FJI	1997	8909.386
Fiji	FJI	2003	9619.746
Fiji	FJI	2004	10031.558
Fiji	FJI	2005	10006.767
Fiji	FJI	2006	10097.962
Fiji	FJI	2007	9927.022
Fiji	FJI	2008	9961.513
Fiji	FJI	2009	9772.743
Fiji	FJI	2010	10019.412
Fiji	FJI	2011	10254.358
Fiji	FJI	2012	10368.216
Fiji	FJI	2013	10830.61
Fiji	FJI	2014	11411.184
Fiji	FJI	2020	10966.925
Finland	FIN	1990	32939.383
Finland	FIN	1991	30831.61
Finland	FIN	1992	29648.744
Finland	FIN	1993	29310.307
Finland	FIN	1994	30340.824
Finland	FIN	1995	31499.807
Finland	FIN	1996	32548.016
Finland	FIN	1997	34506.773
Finland	FIN	1998	36293.39
Finland	FIN	1999	37795.06
Finland	FIN	2000	39894.195
Finland	FIN	2001	40842.34
Finland	FIN	2002	41439.02
Finland	FIN	2003	42168.695
Finland	FIN	2004	43724.965
Finland	FIN	2005	44786.91
Finland	FIN	2006	46412.2
Finland	FIN	2007	48664.266
Finland	FIN	2008	48817.99
Finland	FIN	2009	44662.1
Finland	FIN	2010	45874.66
Finland	FIN	2012	45952.246
Finland	FIN	2013	45328.574
France	FRA	1990	33843.02
France	FRA	1991	33898.234
France	FRA	1992	34269.285
France	FRA	1993	33906.223
France	FRA	1994	34576.32
France	FRA	1995	35176.62
France	FRA	1996	35546.582
France	FRA	1997	36247.605
France	FRA	1998	37409.395
France	FRA	1999	38490.04
France	FRA	2000	39726.49
France	FRA	2001	40220.1
France	FRA	2002	40381.46
France	FRA	2003	40425.637
France	FRA	2004	41265.125
France	FRA	2005	41638.03
France	FRA	2006	42362.984
France	FRA	2007	43123.5
France	FRA	2008	42993.06
France	FRA	2009	41544.023
France	FRA	2010	42145.684
France	FRA	2012	42789.05
France	FRA	2013	42813.934
French Guiana	GUF	2004	
French Guiana	GUF	2005	
French Guiana	GUF	2006	
French Guiana	GUF	2007	
French Guiana	GUF	2008	
French Guiana	GUF	2009	
French Guiana	GUF	2018	
French Guiana	GUF	2019	
French Guiana	GUF	2020	
French Polynesia	PYF	2006	
French Polynesia	PYF	2007	
French Polynesia	PYF	2008	
French Polynesia	PYF	2009	
Georgia	GEO	1990	11135.463
Georgia	GEO	1991	8724.29
Georgia	GEO	1992	4769.9966
Georgia	GEO	1993	3346.568
Georgia	GEO	1994	3045.0425
Georgia	GEO	1995	3243.8462
Georgia	GEO	1996	3740.4854
Georgia	GEO	1997	4268.6953
Georgia	GEO	1998	4511.489
Georgia	GEO	1999	4737.4053
Georgia	GEO	2000	4919.232
Georgia	GEO	2001	5236.2227
Georgia	GEO	2002	5572.622
Georgia	GEO	2004	6632.8145
Georgia	GEO	2005	7315.198
Georgia	GEO	2006	8049.9062
Georgia	GEO	2007	9109.897
Georgia	GEO	2008	9358.614
Georgia	GEO	2009	9097.421
Georgia	GEO	2010	9736.732
Germany	DEU	1990	36699.48
Germany	DEU	1991	38294.156
Germany	DEU	1992	38734.938
Germany	DEU	1993	38105.23
Germany	DEU	1994	38881.57
Germany	DEU	1995	39366.09
Germany	DEU	1996	39568.6
Germany	DEU	1997	40218.848
Germany	DEU	1998	41022.613
Germany	DEU	1999	41769.812
Germany	DEU	2000	42928.18
Germany	DEU	2001	43576.637
Germany	DEU	2002	43417.31
Germany	DEU	2003	43089.473
Germany	DEU	2004	43605.277
Germany	DEU	2005	43949.29
Germany	DEU	2006	45678.082
Germany	DEU	2007	47100.61
Germany	DEU	2008	47643.223
Germany	DEU	2009	45044.49
Germany	DEU	2010	46999.24
Germany	DEU	2012	49872.45
Germany	DEU	2013	49954.17
Ghana	GHA	2001	2787.1257
Ghana	GHA	2002	2833.5884
Ghana	GHA	2003	2901.108
Ghana	GHA	2004	2982.8875
Ghana	GHA	2005	3075.9626
Ghana	GHA	2006	3187.5764
Ghana	GHA	2007	3240.5925
Ghana	GHA	2008	3447.2747
Ghana	GHA	2009	3523.7893
Ghana	GHA	2010	3709.3958
Ghana	GHA	2012	4402.546
Ghana	GHA	2013	4610.028
Gibraltar	GIB	2009	
Gibraltar	GIB	2010	
Greece	GRC	1990	24262.842
Greece	GRC	1991	24716.518
Greece	GRC	1992	24700.13
Greece	GRC	1993	24162.371
Greece	GRC	1994	24522.525
Greece	GRC	1995	24920.729
Greece	GRC	1996	25521.28
Greece	GRC	1997	26534.494
Greece	GRC	1998	27415.625
Greece	GRC	1999	28149.844
Greece	GRC	2001	30180.227
Greece	GRC	2002	31249.396
Greece	GRC	2004	34564.91
Greece	GRC	2005	34670.184
Greece	GRC	2006	36520.047
Greece	GRC	2007	37619.66
Greece	GRC	2008	37394.17
Greece	GRC	2009	35691.945
Greece	GRC	2010	33693.21
Greece	GRC	2012	28322.572
Greece	GRC	2013	27810.912
Greenland	GRL	1992	
Greenland	GRL	1993	
Greenland	GRL	1994	
Greenland	GRL	1995	
Greenland	GRL	1996	
Greenland	GRL	1997	
Greenland	GRL	1998	
Greenland	GRL	1999	
Greenland	GRL	2000	
Greenland	GRL	2001	
Greenland	GRL	2002	
Greenland	GRL	2003	
Greenland	GRL	2004	
Greenland	GRL	2005	
Greenland	GRL	2006	
Greenland	GRL	2007	
Greenland	GRL	2008	
Greenland	GRL	2009	
Greenland	GRL	2010	
Greenland	GRL	2011	
Greenland	GRL	2012	
Greenland	GRL	2013	
Greenland	GRL	2014	
Greenland	GRL	2015	
Greenland	GRL	2016	
Grenada	GRD	2000	11116.611
Grenada	GRD	2001	10840.765
Grenada	GRD	2002	11182.833
Grenada	GRD	2003	12183.874
Grenada	GRD	2004	12019.217
Grenada	GRD	2005	13523.777
Grenada	GRD	2006	12897.595
Grenada	GRD	2007	13597.083
Grenada	GRD	2008	13634.03
Grenada	GRD	2009	12645.691
Grenada	GRD	2010	12493.885
Grenada	GRD	2011	12493.164
Grenada	GRD	2012	12242.953
Grenada	GRD	2013	12420.148
Grenada	GRD	2014	13215.913
Grenada	GRD	2015	13948.467
Grenada	GRD	2016	14351.286
Grenada	GRD	2017	14869.982
Grenada	GRD	2018	15401.727
Grenada	GRD	2019	15393.791
Grenada	GRD	2020	13175.423
Grenada	GRD	2021	13688.256
Guadeloupe	GLP	2004	
Guadeloupe	GLP	2005	
Guadeloupe	GLP	2006	
Guadeloupe	GLP	2007	
Guadeloupe	GLP	2008	
Guadeloupe	GLP	2009	
Guadeloupe	GLP	2011	
Guadeloupe	GLP	2012	
Guadeloupe	GLP	2013	
Guadeloupe	GLP	2014	
Guadeloupe	GLP	2015	
Guadeloupe	GLP	2016	
Guam	GUM	2000	
Guam	GUM	2001	
Guam	GUM	2002	
Guam	GUM	2003	
Guam	GUM	2004	
Guam	GUM	2005	
Guam	GUM	2006	
Guam	GUM	2007	
Guam	GUM	2008	
Guam	GUM	2009	
Guam	GUM	2010	
Guam	GUM	2011	
Guam	GUM	2019	
Guatemala	GTM	1992	5730.646
Guatemala	GTM	1993	5805.7095
Guatemala	GTM	1994	5891.3276
Guatemala	GTM	1995	6033.0425
Guatemala	GTM	1996	6064.021
Guatemala	GTM	1997	6181.1724
Guatemala	GTM	1998	6338.338
Guatemala	GTM	1999	6428.048
Guatemala	GTM	2000	6499.8833
Guatemala	GTM	2001	6493.6064
Guatemala	GTM	2002	6589.7373
Guatemala	GTM	2003	6612.67
Guatemala	GTM	2004	6676.7046
Guatemala	GTM	2005	6753.6826
Guatemala	GTM	2006	6972.382
Guatemala	GTM	2007	7269.206
Guatemala	GTM	2008	7365.2803
Guatemala	GTM	2009	7262.5
Guatemala	GTM	2010	7335.989
Guatemala	GTM	2012	7590.7554
Guatemala	GTM	2013	7734.1177
Guinea-Bissau	GNB	2016	1811.301
Guinea-Bissau	GNB	2017	1872.3093
Guyana	GUY	1990	4818.388
Guyana	GUY	1991	5131.02
Guyana	GUY	1992	5522.385
Guyana	GUY	1993	5956.328
Guyana	GUY	1994	6444.2188
Guyana	GUY	1995	6749.16
Guyana	GUY	1996	7267.894
Guyana	GUY	1997	7700.34
Guyana	GUY	1998	7556.1753
Guyana	GUY	1999	7766.3325
Guyana	GUY	2000	7649.9497
Guyana	GUY	2001	7816.526
Guyana	GUY	2002	7899.7144
Guyana	GUY	2003	7847.303
Guyana	GUY	2004	7971.4307
Guyana	GUY	2005	7823.2676
Guyana	GUY	2006	8239.125
Guyana	GUY	2007	8853.17
Guyana	GUY	2008	9036.885
Guyana	GUY	2009	9399.297
Guyana	GUY	2010	9831.81
Guyana	GUY	2012	10946.455
Guyana	GUY	2013	11293.949
Guyana	GUY	2014	11427.873
Guyana	GUY	2015	11446.764
Guyana	GUY	2016	11819.155
Guyana	GUY	2017	12193.622
Guyana	GUY	2018	12374.22
Guyana	GUY	2019	12820.489
Guyana	GUY	2020	18430.57
Guyana	GUY	2021	21925.188
Haiti	HTI	2007	2987.1301
Haiti	HTI	2008	3017.0747
Haiti	HTI	2009	3143.7734
Haiti	HTI	2010	2932.279
Haiti	HTI	2012	3015.8586
Haiti	HTI	2013	3099.4773
Haiti	HTI	2021	2870.145
Honduras	HND	1990	3912.7021
Honduras	HND	1991	3678.262
Honduras	HND	1992	3793.7112
Honduras	HND	1993	3928.3718
Honduras	HND	1994	3827.9932
Honduras	HND	1995	3953.1025
Honduras	HND	1999	3886.9856
Honduras	HND	2000	4058.0288
Honduras	HND	2001	4058.1116
Honduras	HND	2002	4101.277
Honduras	HND	2003	4179.423
Honduras	HND	2004	4330.7393
Honduras	HND	2005	4482.758
Honduras	HND	2006	4665.767
Honduras	HND	2007	4842.423
Honduras	HND	2008	4936.869
Honduras	HND	2009	4714.679
Honduras	HND	2010	4790.1094
Honduras	HND	2012	4978.074
Honduras	HND	2013	5020.937
Hong Kong	HKG	1990	28797.69
Hong Kong	HKG	1991	30188.373
Hong Kong	HKG	1992	31802.443
Hong Kong	HKG	1993	33199.344
Hong Kong	HKG	1994	34419.348
Hong Kong	HKG	1995	34545.53
Hong Kong	HKG	1996	34452.99
Hong Kong	HKG	1997	35909.793
Hong Kong	HKG	1998	33516.355
Hong Kong	HKG	1999	34029.938
Hong Kong	HKG	2000	36316.242
Hong Kong	HKG	2001	36251.758
Hong Kong	HKG	2002	36689.49
Hong Kong	HKG	2003	37885.547
Hong Kong	HKG	2004	40861.684
Hong Kong	HKG	2005	43689.34
Hong Kong	HKG	2006	46462.46
Hong Kong	HKG	2007	49042.777
Hong Kong	HKG	2008	49787.645
Hong Kong	HKG	2009	48458.87
Hong Kong	HKG	2010	51359.81
Hong Kong	HKG	2012	53783.945
Hong Kong	HKG	2013	55229.605
Hungary	HUN	1991	16429.701
Hungary	HUN	1992	15932.5
Hungary	HUN	1993	15858.785
Hungary	HUN	1994	16348.531
Hungary	HUN	1995	16615.162
Hungary	HUN	1996	16657.443
Hungary	HUN	1997	17215.654
Hungary	HUN	1998	17928.734
Hungary	HUN	1999	18531.75
Hungary	HUN	2000	19412.184
Hungary	HUN	2001	20249.447
Hungary	HUN	2002	21270.012
Hungary	HUN	2003	22200.104
Hungary	HUN	2004	23362.812
Hungary	HUN	2005	24414.582
Hungary	HUN	2006	25417.547
Hungary	HUN	2007	25527.564
Hungary	HUN	2008	25829.033
Hungary	HUN	2009	24162.268
Hungary	HUN	2010	24477.576
Hungary	HUN	2012	24820.516
Hungary	HUN	2013	25337.588
Hungary	HUN	1990	
Iceland	ISL	1995	33666.18
Iceland	ISL	1996	35014.2
Iceland	ISL	1997	36732.934
Iceland	ISL	1998	39017.438
Iceland	ISL	1999	40103.867
Iceland	ISL	2000	41530.516
Iceland	ISL	2001	42626.92
Iceland	ISL	2002	42484.516
Iceland	ISL	2005	48104.652
Iceland	ISL	2006	49956.848
Iceland	ISL	2007	52827.01
Iceland	ISL	2008	52999.438
Iceland	ISL	2009	48770.95
Iceland	ISL	2010	47457.62
Iceland	ISL	2012	48440.254
Iceland	ISL	2013	50168.688
Iceland	ISL	1994	
India	IND	1990	1819.0216
India	IND	1991	1800.0109
India	IND	1992	1859.7148
India	IND	1993	1908.5782
India	IND	1994	1994.944
India	IND	1995	2103.727
India	IND	1996	2218.8245
India	IND	1997	2264.7957
India	IND	1998	2359.8926
India	IND	1999	2521.5767
India	IND	2000	2571.1497
India	IND	2001	2646.8782
India	IND	2002	2699.1782
India	IND	2003	2861.5747
India	IND	2004	3037.0637
India	IND	2005	3225.5444
India	IND	2006	3432.8193
India	IND	2007	3642.0024
India	IND	2008	3701.3955
India	IND	2009	3937.2375
India	IND	2010	4213.363
India	IND	2012	4551.8623
India	IND	2013	4780.12
Indonesia	IDN	1998	5474.5977
Indonesia	IDN	1999	5435.7554
Indonesia	IDN	2000	5621.262
Indonesia	IDN	2003	6121.666
Indonesia	IDN	2004	6348.2944
Iran	IRN	2009	14473.833
Iran	IRN	2013	14113.458
Iraq	IRQ	1990	7449.4717
Iraq	IRQ	1991	2650.087
Iraq	IRQ	1992	3410.7405
Iraq	IRQ	1993	4234.2407
Iraq	IRQ	1994	4190.641
Iraq	IRQ	2008	7955.6963
Iraq	IRQ	2009	7933.8213
Iraq	IRQ	2010	8178.305
Iraq	IRQ	2012	9251.982
Iraq	IRQ	2013	9503.875
Ireland	IRL	1990	26706.256
Ireland	IRL	1991	27065.535
Ireland	IRL	1992	27780.229
Ireland	IRL	1993	28386.002
Ireland	IRL	1994	29901.75
Ireland	IRL	1995	32614.967
Ireland	IRL	1996	34745.805
Ireland	IRL	1997	38190.5
Ireland	IRL	1998	41107.3
Ireland	IRL	1999	44926.527
Ireland	IRL	2000	48500.348
Ireland	IRL	2001	50266.957
Ireland	IRL	2002	52342.86
Ireland	IRL	2003	53049.168
Ireland	IRL	2004	55623.887
Ireland	IRL	2005	57548.996
Ireland	IRL	2006	58812.305
Ireland	IRL	2007	60170.418
Ireland	IRL	2008	56312.504
Ireland	IRL	2009	52902.887
Ireland	IRL	2010	53500.914
Ireland	IRL	2012	53482.2
Ireland	IRL	2013	53800.207
Isle of Man	IMN	2011	
Isle of Man	IMN	2012	
Isle of Man	IMN	2013	
Isle of Man	IMN	2014	
Isle of Man	IMN	2015	
Isle of Man	IMN	2016	
Israel	ISR	1995	26668.62
Israel	ISR	1996	27520.047
Israel	ISR	1997	27858.4
Israel	ISR	1998	28349.146
Israel	ISR	1999	28556.795
Israel	ISR	2000	30223.883
Israel	ISR	2001	29618.418
Israel	ISR	2002	28994.697
Israel	ISR	2003	28872.818
Israel	ISR	2004	29724.146
Israel	ISR	2005	30412.078
Israel	ISR	2006	31547.232
Israel	ISR	2007	32861.67
Israel	ISR	2008	33332.59
Israel	ISR	2009	32832.73
Israel	ISR	2010	34065.844
Israel	ISR	2012	35552.85
Israel	ISR	2013	36436.383
Israel	ISR	1990	
Israel	ISR	1991	
Israel	ISR	1992	
Israel	ISR	1993	
Israel	ISR	1994	
Italy	ITA	1990	36585.68
Italy	ITA	1991	37122.82
Italy	ITA	1992	37407.11
Italy	ITA	1993	37065.434
Italy	ITA	1994	37855.008
Italy	ITA	1995	38947.203
Italy	ITA	1996	39429.496
Italy	ITA	1997	40129.902
Italy	ITA	1998	40844.746
Italy	ITA	1999	41501.79
Italy	ITA	2000	43053.934
Italy	ITA	2001	43869.43
Italy	ITA	2002	43915.387
Italy	ITA	2005	44260.83
Italy	ITA	2006	44918.17
Italy	ITA	2007	45356.535
Italy	ITA	2008	44623.6
Italy	ITA	2009	42074.92
Italy	ITA	2010	42664.355
Italy	ITA	2012	41501.71
Italy	ITA	2013	40268.113
Jamaica	JAM	1990	8692.502
Jamaica	JAM	1991	9038.113
Jamaica	JAM	1992	9128.912
Jamaica	JAM	1993	9889.122
Jamaica	JAM	1994	9924.545
Jamaica	JAM	1995	10055.8
Jamaica	JAM	1996	9951.085
Jamaica	JAM	1997	9752.657
Jamaica	JAM	1998	9445.078
Jamaica	JAM	1999	9471.599
Jamaica	JAM	2000	9496.543
Jamaica	JAM	2001	9575.876
Jamaica	JAM	2002	9719.603
Jamaica	JAM	2003	10027.369
Jamaica	JAM	2004	10110.535
Jamaica	JAM	2005	10151.977
Jamaica	JAM	2006	10396.593
Jamaica	JAM	2007	10500.334
Jamaica	JAM	2008	10376.103
Jamaica	JAM	2009	9885.024
Jamaica	JAM	2010	9700.027
Jamaica	JAM	2012	9715.208
Jamaica	JAM	2013	9718.625
Japan	JPN	1990	32846.39
Japan	JPN	1991	33870.375
Japan	JPN	1992	34048.785
Japan	JPN	1993	33782.734
Japan	JPN	1994	34053.523
Japan	JPN	1995	34867.582
Japan	JPN	1996	35878.79
Japan	JPN	1997	36144.617
Japan	JPN	1998	35588.625
Japan	JPN	1999	35405.082
Japan	JPN	2000	36323.094
Japan	JPN	2001	36375.586
Japan	JPN	2002	36306.332
Japan	JPN	2003	36784.883
Japan	JPN	2004	37576.39
Japan	JPN	2005	38250.637
Japan	JPN	2006	38751.004
Japan	JPN	2007	39280.895
Japan	JPN	2008	38781.2
Japan	JPN	2009	36577.863
Japan	JPN	2010	38069.957
Japan	JPN	2012	38735.895
Japan	JPN	2013	39569.637
Jordan	JOR	1990	8127.6265
Jordan	JOR	1991	7839.8735
Jordan	JOR	1992	8500.025
Jordan	JOR	1993	8426.271
Jordan	JOR	1994	8426.701
Jordan	JOR	1995	8587.847
Jordan	JOR	1996	8480.817
Jordan	JOR	1997	8530.064
Jordan	JOR	2007	11028.3125
Jordan	JOR	2008	11540.403
Jordan	JOR	2009	11856.289
Jordan	JOR	2010	11866.881
Jordan	JOR	2012	12001.99
Jordan	JOR	2013	11542.293
Kazakhstan	KAZ	1990	13475.64
Kazakhstan	KAZ	1991	11917.714
Kazakhstan	KAZ	1992	11294.736
Kazakhstan	KAZ	1993	10292.198
Kazakhstan	KAZ	1994	9126.256
Kazakhstan	KAZ	1995	8552.452
Kazakhstan	KAZ	1996	8726.538
Kazakhstan	KAZ	1997	9016.003
Kazakhstan	KAZ	1998	8998.901
Kazakhstan	KAZ	1999	9330.564
Kazakhstan	KAZ	2000	10275.762
Kazakhstan	KAZ	2001	11682.842
Kazakhstan	KAZ	2002	12827.231
Kazakhstan	KAZ	2003	13973.078
Kazakhstan	KAZ	2004	15208.44
